637551851449330000;0.00009175
637551852199700000;0.00009185
637551853056620000;0.00009240
637551855785140000;0.00009213
637551856722820000;0.00009236
637551861982660000;0.00009284
637551862839860000;0.00009285
637551864527340000;0.00009297
637551865291250000;0.00009415
637551866065630000;0.00009331
637551866841670000;0.00009255
637551867618599998;0.00009293
637551868392270000;0.00009251
637551869913340002;0.00009262
637551871429489998;0.00009290
637551872176270000;0.00009257
637551873795090000;0.00009267
637551876087030000;0.00009260
637551876836010000;0.00009352
637551877630930000;0.00009395
637551878380110000;0.00009425
637551879144170000;0.00009530
637551879906140000;0.00009570
637551880656980000;0.00009707
637551881429849998;0.00010150
637551882182890000;0.00010101
637551882952370000;0.00010077
637551883751020000;0.00010040
637551884550010000;0.00010033
637551885312480000;0.00010624
637551886078750000;0.00010589
637551886846930000;0.00010478
637551887599050000;0.00009869
637551888370140000;0.00010007
637551889131989998;0.00010094
637551889931940000;0.00010365
637551890754750000;0.00010815
637551891521659998;0.00010911
637551892327340000;0.00011637
637551893111740000;0.00011884
637551893847570000;0.00011359
637551894613820000;0.00012297
637551895376680000;0.00011631
637551896143699998;0.00011516
637551896923950000;0.00011319
637551897682100000;0.00010880
637551898448680000;0.00011312
637551899219820002;0.00011259
637551899994940000;0.00011303
637551900788630000;0.00011199
637551901551770000;0.00011118
637551902349150000;0.00011140
637551903110610002;0.00010952
637551903900050002;0.00011072
637551904662510000;0.00010788
637551905420700000;0.00010504
637551906812800000;0.00010557
637551908216740000;0.00010815
637551908940240000;0.00011011
637551909724110000;0.00011301
637551910434600000;0.00011591
637551911146050000;0.00012141
637551911853010002;0.00011436
637551912550470000;0.00011631
637551913252820000;0.00011567
637551914650670000;0.00011445
637551915358310000;0.00011460
637551916057480000;0.00011396
637551916797770000;0.00011195
637551917498960000;0.00011183
637551918202430000;0.00010974
637551918906910000;0.00010689
637551919636700000;0.00010309
637551920342230000;0.00009964
637551920391930000;0.00009235
637551921032870000;0.00010332
637551921724930000;0.00010448
637551922427740000;0.00010431
637551923135260000;0.00010513
637551923838110002;0.00010460
637551924538090000;0.00010502
637551925240450000;0.00010527
637551925938000000;0.00010560
637551926655710000;0.00010400
637551927358030000;0.00010384
637551928059100000;0.00010423
637551928805710000;0.00010367
637551929500690000;0.00010351
637551930223260000;0.00010394
637551930929830000;0.00010380
637551931622579998;0.00010382
637551932321700000;0.00010397
637551933012770000;0.00010386
637551933723510000;0.00010345
637551934418250000;0.00010383
637551935115610002;0.00010322
637551936522690000;0.00010400
637551937255820000;0.00010434
637551938670540000;0.00010435
637551941480670000;0.00010364
637551942179010000;0.00010287
637551942964750000;0.00010214
637551943677650002;0.00010267
637551944401559998;0.00010362
637551945099090000;0.00010380
637551946512360000;0.00010363
637551947207640000;0.00010355
637551947918320000;0.00010351
637551949321110000;0.00010311
637551950030179998;0.00010424
637551950728860000;0.00010426
637551951441740000;0.00010390
637551952852990000;0.00010384
637551953558750000;0.00010436
637551954262610000;0.00010530
637551954979790000;0.00010614
637551955710530000;0.00010567
637551956397290000;0.00010419
637551957096150000;0.00010360
637551957788829998;0.00010363
637551958516889998;0.00010441
637551959226040000;0.00010444
637551959923770000;0.00010397
637551960635510002;0.00010383
637551961344650000;0.00010401
637551962068950000;0.00010384
637551962786530002;0.00010364
637551963484880000;0.00010368
637551964183760000;0.00010383
637551964912679998;0.00010441
637551965634580000;0.00010420
637551966337320002;0.00010425
637551967032449998;0.00010441
637551968440680000;0.00010400
637551969168750000;0.00010446
637551969932090002;0.00010514
637551970636050000;0.00010510
637551971344410000;0.00010514
637551972125700000;0.00010545
637551973039140000;0.00010557
637551975161280000;0.00010544
637551977022740000;0.00010554
637551977741520000;0.00010567
637551978443200000;0.00010588
637551979146060000;0.00010504
637551979872579998;0.00010405
637551980574700000;0.00010438
637551981281000000;0.00010358
637551981982349998;0.00010383
637551982690060000;0.00010331
637551983448910000;0.00010283
637551984153100000;0.00010274
637551984869320000;0.00010250
637551986273990000;0.00010274
637551988396130000;0.00010212
637551989112490000;0.00010230
637551989824040000;0.00010155
637551990555680000;0.00010140
637551991279530000;0.00010066
637551992807270000;0.00010141
637551993531270000;0.00010151
637551994256160000;0.00010024
637551995003920000;0.00010063
637551995763239998;0.00010114
637551996497940000;0.00010131
637551997232110000;0.00010209
637551997965460000;0.00010131
637551998678650000;0.00010178
637551999373720000;0.00010148
637552000079440000;0.00010212
637552000789680000;0.00010211
637552001514910000;0.00010101
637552002204070000;0.00010115
637552002896600000;0.00010137
637552003605170000;0.00010083
637552005034580000;0.00010070
637552005726650000;0.00010137
